Lon,Lat,CODE,AREA_SQKM_,AREA_SQK_1,STOR_,NEI_F,DEV90_,DEV00_,DEV06_,DEV12_,DEV90,DEV00,DEV06,DEV12,Y2006,Y2009,Y2012,Y2015,lngth,yr_db,yr_fn,Q_DIS,Qm,Pm,ETPm,Arid
0.272689,43.058969,Q0522520,182.59,182.62898672055152,0.0,5.581658647042174,0.366942329809957,0.366942329809957,0.377895832192344,0.377895832192344,0.366942329809957,0.366942329809957,0.377895832192344,0.377895832192344,0.27163714255677,0.271637737502053,0.271637737502053,0.272583315811606,16.0,1997.0,2012.0,1.0,0.060044059552273,0.124857560175107,0.081622891812115,0.653728070093881
3.553085,47.020008,K1764020,179.86,179.86366311742384,0.0,2.978588421887391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139475252633077,0.139475252633077,0.139526401935668,0.139526401935668,16.0,1997.0,2012.0,0.999693417750399,0.035150067660551,0.107530883535231,0.078994948330196,0.734625686025125
0.96889,45.758323,L0914020,178.28,178.26850431404796,0.0,1.922316384180791,0.493605564280906,0.678707650886246,0.751626654700471,0.835763966793807,0.493605564280906,0.678707650886246,0.751626654700471,0.835763966793807,0.288742191426725,0.30500556473038,0.309683977166655,0.310686974940763,16.0,1997.0,2012.0,0.983594284736482,0.03843295673061,0.110792164498529,0.081847027499715,0.738743826033263
0.440883,47.936994,M0424810,167.4,167.42703694845832,0.0,1.67621920563097,1.965352449223417,1.965352449223417,2.078853046594982,2.078853046594982,1.744324970131422,1.744324970131422,1.857825567502987,1.857825567502987,0.529335314663596,0.550528699823687,0.551596611351876,0.553460081132607,16.0,1997.0,2012.0,0.999836014145562,0.0174544537513,0.080971259197555,0.080530658709788,0.994558566178032
2.57405,44.171569,O5424010,160.97,161.01156898500534,0.0,6.073994252873564,0.621233770267752,0.95048766850966,0.788966888240045,0.956700006212338,0.621233770267752,0.788966888240045,0.788966888240045,0.788966888240045,0.371258719716994,0.375625097817095,0.37866084359947,0.37866084359947,16.0,1997.0,2012.0,0.999985740360484,0.035566177089724,0.106929019180349,0.078878740182238,0.737673852465071
4.018003,50.03373,D0137010,160.55,160.5490036748399,0.0,3.9719703215169,6.782933665524759,6.870133914668328,7.28122080348801,7.349735284957957,6.627218934911243,6.627218934911243,7.032077234506384,7.063220180629087,1.988046061777793,1.99494237294892,2.004429927172795,2.013937125972285,16.0,1997.0,2012.0,0.994588466803559,0.035789360851082,0.10588843112392,0.071581620151723,0.676009835633822
2.282505,44.522974,O7944020,152.52,152.54529991557817,0.0,2.008013355592654,7.900603199580383,7.946498819826908,8.575924468922109,7.585890375032783,5.717282979281405,5.691056910569106,6.497508523472331,6.674534487280357,1.995476809800508,2.004989930985295,2.016771202617944,2.020987602525644,16.0,1997.0,2012.0,0.997547342003194,0.033415054958288,0.108959599583208,0.085904208768252,0.788404227688237
5.52563,47.764535,U0704010,145.69,145.71763806266023,0.0,5.289621882542236,2.724963964582332,2.807330633536962,2.807330633536962,2.807330633536962,2.724963964582332,2.807330633536962,2.807330633536962,2.807330633536962,1.080911505446707,1.079435493833091,1.084582591007541,1.084862593093831,16.0,1997.0,2012.0,0.998189025781428,0.034956003349479,0.109039394633721,0.075369026294775,0.691209143751272
-0.350878,48.391259,M3014010,144.37,144.3563089987001,0.0,2.40379746835443,1.336842834383875,1.364549421624991,1.516935651451133,1.593128766364203,1.156750017316617,1.184456604557734,1.288356306711921,1.322989540763317,0.990506986757995,0.995358786578996,0.999135487410535,1.004452806348643,16.0,1997.0,2012.0,0.999821754506046,0.038897335515868,0.101326317749201,0.075698798382957,0.747079338905317
-1.283153,49.017287,I7222020,141.06,141.03371845732602,0.0,1.41830985915493,0.361548277328796,0.425350914504466,0.425350914504466,0.425350914504466,0.361548277328796,0.425350914504466,0.425350914504466,0.425350914504466,0.622182578286531,0.631967508359734,0.633862097718835,0.634695943933769,16.0,1997.0,2012.0,0.921015856719142,0.061520664986689,0.122513568149013,0.074103605243269,0.604860393398253
